"Resource Code","Resource Name","Administrators","Staff Member - 1","Cybercom Team","Staff Member - 2","Salesman - Leor","Staff Member - 3","Salesman - 1","Staff Member Kirill","Data Team","Gabe data ","Staff Member Vera","tv","UI designer","Wiser Team","HR Jon","Salesman Allan ","Staff member Eugene","Tax Report","Staff Member - Hillel","Salesman - Ted","Staff Member - Brent","Salesman - Albert","Salesman - Elliot","Salesman- Eddy","Staff Member - dmitryS","Cybercom Catalog Update Only","Staff Member - Ron","Staff Member - 1 - irene","Salesman - 1 - leran","Staff Member - joan","Cybercom Team 2","Staff Member - tairet","Staff Member - 1 - Sid, BillM, GaryS, Neilk","Salesman - justin","Staff Member - 2 - Eugene","Salesman - Azi ","Phil","Staff Member - 1 - Valerie","Staff Member - Saidy","Administrator_Dashboard","Staff Member - Shibvon ","Staff Member - 	Marleny","Staff Member Kishan","leran_staffmember","manger4147"
"admin/fsalesman/salesman_portal/salesmanportal","Manage Salesman Portal","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/fsalesman/salesman_portal/salesman_media","Manage Salesman Media Gallery","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/header","Header","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/header/cart_search","Cart Search","deny","deny","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","deny","deny","deny","allow","deny","allow","allow","allow","deny","allow","allow","allow","deny","deny","allow","deny","allow","allow","deny","deny","deny"
"admin/header/order_search","Order Search","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/header/web_id_search","Web Id Search","deny","allow","allow","allow","allow","allow","deny","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","deny","allow","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/header/sms_send","Sms Send","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/header/phone_search","Phone Search","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/header/status_search","Status Search","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/header/product_search","Product Search","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/header/wg_search","WG zip search","deny","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/header/wg_search/other_wg_text","Other WG Text(Am Trucking)","deny","deny","allow","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/header/abandoned_cart_ip_search","Abandoned Cart Ip Search","deny","deny","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","deny","deny","deny","deny","deny","allow","allow","allow","deny","allow","allow","allow","deny","deny","allow","deny","allow","allow","deny","deny","deny"
"admin/import","Import / Export","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/export","Customer Exports","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/email","Customer Email","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/manage-import-type","Manage Import Type","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/manage-export-type","Manage Export Type","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/manage-format-type","Scripts","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/manage-import","Manage Import","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/seo-import","Import Google Feed","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/googlemerchant-import","Import Google Merchant Errors","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/seo-export-google-feed","Export Product","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/seo","SEO","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/seo/newlyadded_sets","Download New Sets","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/seo/discontinuedsets_sets","Download Disco Sets","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/import/seo/googlemerchant-import","Import Google Data","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/Ccc_Deliveright","Deliveright Module","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/brand_master","Brand Master","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","deny"
"admin/brand_master/manufacturer","Manufacturer","deny","deny","allow","deny","deny","allow","allow","allow","allow","allow","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","deny"
"admin/brand_master/manufacturer/manufacturerfiles","Manufacturer Files","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/brand_master/manufacturer/manufacturerfiles/data_files_new","Data Files","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/brand_master/manufacturer/manufacturerfiles/data_files_outdated_new","Followup Data Files","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/brand_master/manufacturer/manufacturerfiles/mfr_notification","Notification","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/brand_master/manufacturer/manufacturerfiles/mfr_question","MFR Questions","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/brand_master/manufacturer/manufacturerfiles/mfr_system_fields","Manufacturer System Fields","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
